Row #,Name,Street,City,State,Zip,Phone,Website,Latitude,Longitude,Monday_Start,Monday_End,Tuesday_Start,Tuesday_End,Wednesday_Start,Wednesday_End,Thursday_Start,Thursday_End,Friday_Start,Friday_End,Saturday_Start,Saturday_End,Sunday_Start,Sunday_End,Last Update,Menu,Item1,Item2,Item3,Item4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,TsuruTonTan Udon Noodle Brasserie,2233 Kalakaua Ave B310,Honolulu,HI,96815,(808) 888-8559,https://www.tsurutontan.com/hawaii,21.27880838,-157.8293905,11:00 AM,5:30 PM,11:00 AM,5:30 PM,11:00 AM,5:30 PM,11:00 AM,5:30 PM,11:00 AM,5:30 PM,11:00 AM,5:30 PM,11:00 AM,5:30 PM,7/26/2022,https://www.tsurutontan.com/hawaii#menu=hawaii-happy-hour,$5-6 Beer,$7 House Red/White Wine,$10 Select Wine By The Glass,$7 Hot/Cold Sake,$21 Mio Sparkling Sake (300 ml),$20 Creme de Sake (300 ml),$7 Hard Seltzer,$7 Calpico Chuhai,$8 Highball,$7 Iichiko ,$7 Iichiko Mugi ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,Paia Fish Market Kailua,151 Hekili St,Kailua,HI,96734,(808) 772-4270,https://paiafishmarket.com/,21.39174748,-157.7413399,3:00 PM,6:00 PM,3:00 PM,6:00 PM,3:00 PM,6:00 PM,3:00 PM,6:00 PM,3:00 PM,6:00 PM,3:00 PM,6:00 PM,3:00 PM,6:00 PM,7/16/2022,https://paiafishmarket.com/menu/,$8 Margarita,$8 Lilikoi Margarita,$8 Moscow Mule,$8 Mai Tai,$8 Mojito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,The Shack Mililani,95-221 Kipapa Dr,Mililani,HI,96789,(808) 627-1561,https://theshackmililani.com/,21.4572741,-158.0155073,4:00 PM,6:00 PM,4:00 PM,6:00 PM,4:00 PM,6:00 PM,4:00 PM,6:00 PM,4:00 PM,6:00 PM,4:00 PM,6:00 PM,4:00 PM,6:00 PM,7/30/2022,https://theshackmililani.com/menu/#Daily-Specials,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,Three Peaks Island Craft Beer & Gifts,270 Kuulei Rd Ste 101,Kailua,HI,96734,(808) 261-2337,https://threepeakshawaii.com/,21.39651248,-157.7404888,,,3:00 PM,6:00 PM,3:00 PM,6:00 PM,3:00 PM,6:00 PM,,,,,,,7/30/2022,https://threepeakshawaii.com/products-services/offers/,$6 Pints/Flights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,Puka's,4211 Wai'alae Ave Ste 2000,Honolulu,HI,96816,(808) 738-0820,https://www.wholefoodsmarket.com/stores/honolulu#store-eateries-and-bars,21.27739958,-157.7864782,3:00 PM,6:00 PM,3:00 PM,6:00 PM,3:00 PM,6:00 PM,3:00 PM,6:00 PM,3:00 PM,6:00 PM,,,,,7/16/2021,https://www.yelp.com/biz_photos/pukas-honolulu-2?select=yqSwU3u7pRTdiYJNapILRg,$2 Off Wine & Draft Beer,$1 Off Cocktails,$8 Cauliflower Nachos,$11 Beyond Burger,$10 Baja Fish Tacos,$9 Mary's Chicken Wings,$11 Pub Burger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,Gyu-Kaku Japanese BBQ - Windward Mall,46-056 Kamehameha Hwy F1,Kaneohe,HI,96744,(808) 744-2157,https://www.gyu-kaku.com/?_ga=2.7158961.269276306.1659237873-1690013091.1659237873,21.41954458,-157.8049025,11:00 AM,9:00 PM,11:00 AM,6:00 PM,11:00 AM,6:00 PM,11:00 AM,9:00 PM,11:00 AM,6:00 PM,11:00 AM,6:00 PM,11:00 AM,6:00 PM,4/1/2022,https://www.gyu-kaku.com/wp-content/uploads/2022/04/hifc_drink2204.pdf,$3-4.95 Beer,$11.95-12.95 Pitchers,$6.95 Signature Cocktails,$4.95 House Sake,$9.95 Gyu-Kaku Nigori Sake,$14.95 Mio Sparkling Sake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,Underdogs Sports Bar & Grill,508 Waiakamilo St,Honolulu,HI,96817,(808) 888-2873,No Website Available,21.32332699,-157.8769918,2:00 PM,7:00 PM,2:00 PM,7:00 PM,2:00 PM,7:00 PM,2:00 PM,7:00 PM,2:00 PM,7:00 PM,2:00 PM,7:00 PM,2:00 PM,7:00 PM,4/21/2021,https://www.yelp.com/biz_photos/underdogs-sports-bar-and-grill-honolulu-2?select=7wb-d2jfaD0w-27_M5_QSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,Soju Bang,1649 Kalakaua Ave,Honolulu,HI,96826,(808) 447-1492,No Website Available,21.29330418,-157.837017,5:00 PM,8:00 PM,5:00 PM,8:00 PM,5:00 PM,8:00 PM,5:00 PM,8:00 PM,5:00 PM,8:00 PM,5:00 PM,8:00 PM,5:00 PM,8:00 PM,2/20/2022,https://www.yelp.com/biz_photos/soju-bang-honolulu?select=xZaXVeOXPIpH1-cNNrHOgw,$11 Pitcher Beer,$16 Rice Wine,$11 Bottle Soju,$15 Cocktail Soju,"$8 Mandoo, Edamame, Fries, Steamed Egg","$12 Shrimp Tempura, Kimchi Fried Rice, Fried Rice, Whole Fried Chicken, Oden Soup, Kimchi Pancake, Seafood Pancake",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,Soju Bang,1649 Kalakaua Ave,Honolulu,HI,96826,(808) 447-1492,No Website Available,21.29330418,-157.837017,10:00 PM,11:59 PM,10:00 PM,11:59 PM,10:00 PM,11:59 PM,10:00 PM,11:59 PM,,,,,10:00 PM,11:59 PM,2/20/2022,https://www.yelp.com/biz_photos/soju-bang-honolulu?select=xZaXVeOXPIpH1-cNNrHOgw,$5 Power Hour Shots,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,Genius Lounge,346 Lewers St Fl- 3,Honolulu,HI,96815,(808) 626-5362,http://geniusloungehawaii.com/,21.28132107,-157.8289182,,,6:00 PM,7:00 PM,6:00 PM,7:00 PM,6:00 PM,7:00 PM,6:00 PM,7:00 PM,6:00 PM,7:00 PM,6:00 PM,7:00 PM,7/30/2022,http://geniusloungehawaii.com/,$4-6 Beer,$5 Wine,$8 Sake,$5 Well Drinks,$10-11 Mojito,$4 Non-Alcohol Special,$9 Mai Tai,$9 Blue Hawaii,$9 Pina Colada,$9 Lava Flow,$9 Margarita,$5 Edamame,$6 Curly Fries,"$7 Flavored Curly Fries (Galic, Cajun, Curry Onion)",$6 Kimchee Takowasa,$8 Karaage,"$12 Original Ahi Poke (Shoyu, Miso, Spicy)",$12 Deep Fried Calamari Spicy Mayo,$8 Green Salad,$13 Garlic Shrimp,$10 S Kalua Pork Nachos,$20 Garlic Ahi Steak,$12 Island Egg Omlette Rice,$14 100% Beef Loco Moco In A Hot Stone Bowl,$14 Yuzu Chicken,,,,,,,,,,,,,,,,,,,
92,Bar 35,35 N Hotel St,Honolulu,HI,96817,(808) 537-3535,https://www.bar35hawaii.com/,21.31143096,-157.8623931,,,,,,,4:00 PM,8:00 PM,4:00 PM,8:00 PM,6:00 PM,9:00 PM,,,7/30/2022,https://www.bar35hawaii.com/menu,$3 Off Draft Beer,"$4.50 Smirnoff Vodka, Bar35 Cocktails & Martinis",$3-7 Select 12-16oz Bottled & Canned Beers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,Side Street Inn,614 Kapahulu Ave Ste 100,Honolulu,HI,96815,(808) 739-3939,https://sidestreetinn.com/,21.27883404,-157.8141115,,,4:00 PM,6:00 PM,4:00 PM,6:00 PM,4:00 PM,6:00 PM,,,12:00 PM,4:00 PM,12:00 PM,4:00 PM,1/3/2022,https://sidestreetinn.com/kapahulu-menu/,20% Off Food & Drink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,Pitch Sports Bar,685 Auahi St,Honolulu,HI,96813,(808) 379-2550,https://www.pitchsportsbar.com/,21.29828892,-157.8608801,3:30 PM,7:00 PM,3:30 PM,7:00 PM,3:30 PM,7:00 PM,3:30 PM,7:00 PM,3:30 PM,7:00 PM,3:30 PM,7:00 PM,3:30 PM,7:00 PM,1/19/2020,https://www.musthavemenus.com/oo/places/pitchsportsbar,$6-7 Edamame,$6-7 French Fries,$8 Crispy Onion Rings,$10 Salt Vinegar Pork rinds,$10 Crispy Chicken Skins W/ Pitch Sauce,$12 Pitch Furikake Chicken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,Kelley O'Neil's,311 Lewers St,Honolulu,HI,96815,(808) 926-1777,https://kelleyoneils.com/,21.2802368,-157.8293386,11:00 AM,8:00 PM,11:00 AM,8:00 PM,11:00 AM,8:00 PM,11:00 AM,8:00 PM,11:00 AM,8:00 PM,11:00 AM,8:00 PM,11:00 AM,8:00 PM,12/24/2021,https://kelleyoneils.com/?page_id=2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,Chart House Waikiki,1765 Ala Moana Blvd,Honolulu,HI,96815,(808) 941-6669,https://charthousewaikiki.com/,21.28527527,-157.8397605,3:30 PM,5:30 PM,3:30 PM,5:30 PM,3:30 PM,5:30 PM,3:30 PM,5:30 PM,3:30 PM,5:30 PM,2:00 PM,5:30 PM,2:00 PM,5:30 PM,7/31/2022,https://cdn.shopify.com/s/files/1/0486/1067/2803/files/20220207_Chart_House_Pupu_Menu.pdf?v=1644964989,All Pupus 15% Off In The Bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,Chart House Waikiki,1765 Ala Moana Blvd,Honolulu,HI,96815,(808) 941-6669,https://charthousewaikiki.com/,21.28527527,-157.8397605,9:15 PM,10:15 PM,9:15 PM,10:15 PM,9:15 PM,10:15 PM,9:15 PM,10:15 PM,9:15 PM,10:15 PM,9:15 PM,10:15 PM,9:15 PM,10:15 PM,7/31/2022,https://cdn.shopify.com/s/files/1/0486/1067/2803/files/20220207_Chart_House_Pupu_Menu.pdf?v=1644964989,All Pupus 15% Off In The Bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,Harbor Pub & Pizza,1765 Ala Moana Blvd,Honolulu,HI,96815,(808) 941-0985,http://harborpubhawaii.com/index.html,21.28515725,-157.8396838,3:00 PM,7:00 PM,3:00 PM,7:00 PM,3:00 PM,7:00 PM,3:00 PM,7:00 PM,3:00 PM,7:00 PM,3:00 PM,7:00 PM,3:00 PM,7:00 PM,3/20/2022,https://www.yelp.com/biz_photos/harbor-pub-and-pizza-honolulu?select=wjPuPtyOoenkOibXMuNRNA,$1 Off Nachos & Quesadillas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,Shorefyre,2330 Kalakaua Ave,Honolulu,HI,96815,(808) 672-2097,https://www.shorefyre.com/,21.27580671,-157.8241659,8:00 AM,11:59 PM,4:00 PM,6:00 PM,4:00 PM,6:00 PM,4:00 PM,6:00 PM,4:00 PM,6:00 PM,4:00 PM,6:00 PM,4:00 PM,6:00 PM,5/30/2022,https://www.shorefyre.com/menu/,$7 Maui Brewing Big Swell IPA,$4 PBR,$4 Modelo Especial,$6 Kona Big Wave Golden Ale,$7 House Wine & Sparkling,$9 Coconut Mojito,$9 Hawaiian Mai Tai,$7 Spirits,$10.50 Mauna Kea Nachos,$30 Make It A Sampler - Pick Any 4 (Excluding Nachos),$10 Hawaiian 'Pipikaula' Style Beef Jerky,$7.50 Grilled Baby Romaine,$9.50 Fresh Ahi Tuna Tataki,$9.50 Coconut Shrimp (5),$9.50 Hibachi Steak,$7.50 Hibachi Chicken ,$7.50 Fried Brussel Sprouts,$7.50 Loaded Cheese Fries,$10.50 Tropical Shrimp Ceviche,,,,,,,,,,,,,,,,,,,,,,,,,
,Signature Prime Steak & Seafood,410 Atkinson Dr Fl 36,Honolulu,HI,96814,(808) 949-3636,https://www.signatureprimesteak.com/,21.29022084,-157.8393873,4:30 PM,6:30 PM,4:30 PM,6:30 PM,4:30 PM,6:30 PM,4:30 PM,6:30 PM,4:30 PM,6:30 PM,4:30 PM,6:30 PM,4:30 PM,6:30 PM,7/31/2022,https://www.signatureprimesteak.com/_files/ugd/b63ba1_9aa6a4412026406a9c70b483d1dc1ccd.pdf,"$5.95 Asahi Super Dry, Heineken, Heineken Light, Maui Brewing Co. Big Swell IPA, Maui Brewing Co. Bikini Blond Lager, Modelo Especial, Modelo Negra",$13-18.50 Red Wine By The Glass,$$12.50-17 White Wine & Sparkling Wine By The Glass,$9.95 Signature Cocktails,$11.50 Ahi Tartare,$12 Spicy Negi Toro,"$11 Seafood Trio (Oyster, Jumbo Shrimp, Ahi Sashimi)",$9.50 Steak Tartare,$10 Prime Truffle Meatballs,$9 New Zealand Smoked King Salmon Spread,$9 Avocado Crostini,$7.5 Steak Sliders,$9 Prime Steak Tips,$12 Ultimate Cheeseburger,$89.95 Signature Seafood Tower,$18.50 Oysters On The Half Shell (1/2 dozen),$18.50 Oysters Rockerfeller On The Half Shell (1/2 dozen),$18.50 Fried Oysters,$16.95 Fresh Sea Scallops,$18.50 Ahi Sashimi,$17.95 Ahi Poke,$15.95 Crispy Fried Calamari,$11.95 Fresh Fish Tacos,$11.95 Prime Steak Tacos,$13.95 Steak Salad,$8.95 Gignature Green Salad,$14.95 Beef Carpaccio,$16.95 Sizzling Steak On Hot Stone,$11.95 Fried Mushrooms,$10.95 Shishito Peppers,$11.95 Mac & Cheese (Add Lobster For $10),$13.95 Assorted Cheese Plate,$17.95 Burrata Cheese,$12.95 Goat Cheese Tartine,$9.50 Bruschetta,$11.95 Truffle Garlic Fries,$8.50 Potato Gratin,$8.95 Spicy Garlic Edamame,$14.50 Buffalo Jumbo Shrimp,$.14.50 Shrimp Stuffed Truffle Mushrooms,$9.50 Dessert Of The Day,$25 12 oz Prime Rib Eye (Add Truffle Mashed Potatoes Or Signature Green Salad For $5),$25 12 oz Prime New York (Add Truffle Mashed Potatoes Or Signature Green Salad For $5),$13.95 Signature Loco Moco
,Hana Koa Brewing,962 Kawaiahao St,Honolulu,HI,96814,(808) 591-2337,https://www.hanakoabrewing.com/,21.2972145,-157.8529696,11:00 AM,5:00 PM,11:00 AM,5:00 PM,11:00 AM,5:00 PM,11:00 AM,5:00 PM,11:00 AM,5:00 PM,11:00 AM,5:00 PM,11:00 AM,5:00 PM,2/23/2020,https://www.yelp.com/biz_photos/hana-koa-brewing-honolulu-3?select=IH2XozVRKDTqzKHlVcLa1A,"$3 10 oz Pours (#1 Breaktime Blonde, #2 Field Trip Pilsner)","$5 Pints (#1 Breaktime Blonde, #2 Field Trip Pilsner, #6 Random Dance Party, #8 Shift Steez)","$7 Pints (#4 Sandbar Saison, #5 Time Like These, #10 Kick Out The Gems, #13 Bronan The Barbarian (10 oz Pour))",$10 Growler (#6 Random Dance Party),$5 Flight,"$7 Wine (14 Hands Chardonnay, Rainstorm Rose, Byington Zinfandel)",$4 Chips & Roasted Salsa,$4 Crispy Fries & Creamy BBQ Sauce,$6 Sweet Pickled Onion Rings,$6 Eggplant Bruschetta,$6 Chicken Tenders,$8 Fresh Tomato & Caper Pasta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Aloha Beer Kaka'ako,700 Queen St,Honolulu,HI,96813,(808) 544-1605,https://www.alohabeer.com/,21.30089299,-157.8568137,2:30 PM,5:30 PM,2:30 PM,5:30 PM,2:30 PM,5:30 PM,2:30 PM,5:30 PM,,,,,2:30 PM,5:30 PM,7/31/2022,https://www.alohabeer.com/kakaako-brewery/#happy-hour,$1 Off All Beer By The Pint,$5 Hummus & Chips,$5 Steak Fries,$5 Cauliflower Wings,$10 Brisket Fries,$10 Cheese Pizza,$10 Brisket Flauta,$10 Falafel Sandwich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Aloha Beer Waikiki Beer Garden,2155 Kalakaua Ave,Honolulu,HI,96815,(808) 744-2011,https://www.alohabeer.com/,21.28039144,-157.8304784,2:30 PM,5:30 PM,2:30 PM,5:30 PM,2:30 PM,5:30 PM,2:30 PM,5:30 PM,,,,,2:30 PM,5:30 PM,7/31/2022,https://www.alohabeer.com/waikiki/,$10 Happy Hour Cheese Pizza,$15 Happy Hour Pepperoni Pizza,$7 Happy Hour Pretzel,$7.50 Happy Hour Fries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
